1.331134927289805425e+00,-4.414910025547635897e-01,1.678133635119469225e-01,1.829141517417045559e-01
2.346447534442216654e+00,-1.139087850439287841e+00,-9.419880477534043894e-01,-6.653189958163527873e-01
-4.317440051226896003e+00,1.984951328529965364e+00,1.435416737670599296e+00,1.210468223630993156e+00
-1.350067670121207097e+00,2.693565184871849622e-02,-8.479194999945265376e-01,2.269288753125736913e-01
-8.037727092135253937e-01,3.588066853631262654e-01,6.633395390601214414e-01,5.385738074986416990e-01
2.733435180877522352e+00,-1.614541387373294334e+00,-9.414828961884044167e-01,-5.599071937092489071e-01
2.143414270468824157e-02,8.244813808545924383e-01,1.227368630792561865e-01,1.760085921652222218e+00
4.631606638631858286e-01,2.604370446045019549e-01,-3.567890347993651345e-01,-7.125734354481849664e-01
-3.818607009062853663e+00,1.377182019526668633e+00,-2.831878048255770386e-01,3.648849735709485120e+00
4.188748016529422635e+00,-1.373070594681640610e+00,-1.732642109017053622e+00,-2.092658494988790530e+00
2.060483175211412110e+00,-9.933539366138431984e-03,-7.285872078671229435e-01,-1.149747643124916507e+00
1.057769046360426568e+00,-1.389478045940572670e+00,-1.275598379173552788e+00,-7.890685614175911855e-01
-1.901786579598758964e+00,1.229562509823226790e+00,4.941245329059149038e-01,-1.399820615059554907e-02
7.614801813967038147e-01,-2.538826340001210657e-01,-2.530316389547782041e-01,-2.164298405766699407e+00
-1.086473275408402550e+00,8.557698406682299197e-01,1.231008868182226212e+00,7.154352416545629589e-01
-3.520489295045252653e-01,-1.759971158213652909e-01,-6.027011809929272435e-02,-2.967020650919046099e-01
6.129806836548854498e-01,-1.696102258806543750e+00,9.654940991502451997e-01,-1.522250811683008465e+00
4.497287543108390295e+00,-9.561717089896863975e-01,-1.556499594345326809e+00,-2.737640430723784934e+00
-8.226131253847118741e-01,1.155639345905767890e+00,1.409915546814296983e+00,1.779497180708277115e-01
2.299306517875957523e-01,2.413314053133255588e-01,3.261253188088097943e-01,-1.355883264899217178e+00
1.029518620669406248e+00,2.767708495010338110e-01,9.465594457748153223e-01,-7.902895932983675653e-01
-2.018828506760642849e+00,1.044207377124721114e+00,1.242635739869493161e+00,9.560785994572198465e-01
9.606842761528507912e-01,1.817390057379317525e-01,7.878349358315751561e-01,-4.898360760785820389e-01
-8.371677493167760664e-01,-7.760441937719811945e-01,-7.828627210052153673e-01,4.761545776683699938e-01
-2.313749928252176957e+00,8.224239211458380661e-01,1.802827757811262810e-01,9.556746615891917873e-01
2.441182070480625299e+00,-9.000466710017464012e-01,-1.842698333770356189e+00,-1.311563080264924963e+00
8.274703408383511372e-01,3.624149946192127547e-02,-8.235165478332087119e-01,-4.430586357827912547e-01
-2.252714727309574450e+00,9.707331908320274705e-01,1.851269338854549140e+00,7.305655811483886541e-01
-5.716289871523239779e-02,-6.506681097368237632e-01,-9.187461932183202951e-01,1.040472806768511616e+00
-1.387551206858121500e+00,1.549332871704934833e-01,-5.041041568631166037e-01,4.754888544624247815e-01
1.209984664435103108e+00,-1.076512502181361963e+00,-1.792382811134772158e+00,-7.281542109304190991e-01
5.601898353917034168e-01,1.163414505800065418e-01,-1.548600793068747539e+00,-1.094220642649204045e-01
3.284091931299297329e+00,-1.555798126997830932e+00,-1.634257178585102110e+00,-1.554972339534394621e+00
-3.534534542459878415e-01,1.307202900134986079e+00,4.977032082334597596e-01,-6.105237884412383353e-01
-8.839545586300762148e-01,3.277347598035180720e-01,-1.338413255184435879e+00,3.004236421280523928e-01
1.149162117249777904e+00,-6.948914855792801548e-01,-7.127035961054793978e-01,-1.292581467948634488e+00
-2.918787273303690810e+00,2.716793605864809447e+00,4.187291962800985257e-01,1.840138483231548605e+00
-2.194495373660434456e-01,5.556994463093398728e-01,6.613639828772428508e-01,7.763161120310977381e-01
-7.777513061981551346e-01,-4.361955887243761099e-02,6.304900664258120679e-01,-4.542402144114464357e-02
-2.808576201893671076e+00,1.222631403710950915e+00,8.264845792095676380e-01,1.566258430619840158e+00
1.001805321502791557e+00,4.559882357010035248e-02,4.926596395695784225e-01,7.789076239277999969e-01
-2.637929804099176767e+00,1.380586936386551278e+00,7.838574085928017299e-01,1.545481468497007960e+00
-1.929690344070812413e+00,2.152580607743571628e-01,2.170189204028089014e-01,4.217382790591823749e-01
-6.149775287854987171e-01,5.502683470340395955e-01,-3.110762785744101699e-01,1.484531312812732984e-01
2.822593204063756467e+00,-3.832775128523352448e-01,2.118554429584740828e-01,-1.924329665776374654e+00
1.266448720269987227e+00,-9.940070846053219444e-01,-5.576713410491971334e-01,-1.382160335753542135e+00
1.375147669728933764e+00,-3.673773444096126717e-01,-2.226847007648254106e-01,8.452095976675351174e-01
-1.821224096076722088e+00,8.975560666989932379e-01,1.398552431626710391e+00,8.549329041917348437e-01
1.279450829885427687e+00,-1.203841228645402828e-01,-1.096012648373710097e-01,-8.706928409225951349e-01
1.362529015358703077e+00,-1.367353954504537672e+00,-1.865161639229804269e-01,-1.131962951658534333e+00
-1.635067326438838009e+00,1.585095637832158566e+00,1.500189227576020912e-02,1.607189957511971912e-01
3.191380880385056962e+00,-1.429010316230367561e+00,-4.296086166610122437e-01,-2.052449878760551627e+00
3.038816642528366252e+00,-1.622321208410631099e+00,-1.656974917911835377e-04,-1.029604540179262173e+00
3.872140103219026686e-01,-4.290878004924045808e-01,-4.689663084275463856e-01,-2.442452096245118498e-01
2.114113443616154164e+00,-1.626062665417590702e+00,-2.723221155643385849e+00,-2.823840539293120955e+00
3.307737226892176086e+00,-1.757845633221039261e+00,-5.876953244098334084e-01,-9.654067435068822700e-01
1.764299705171882504e+00,-7.170682489920542357e-01,-7.970801622796714891e-01,-1.316381205891032025e+00
-8.063724350530705465e-01,2.125813724995632981e-01,-3.124239642767103753e-01,6.109301319527417062e-01
-1.464208777151747576e+00,8.879737783246554050e-01,2.533312944640594977e-01,8.331946771362291893e-01
-9.064519674084779988e-01,1.157882785824371430e+00,2.952911372582227578e-01,3.287288324747840162e-01
3.382715218439231730e-01,-4.859223085970667544e-01,-7.896987510980841840e-01,-1.204007511200053893e+00
-1.408539793789540528e+00,1.038499982790806131e+00,5.686237432399702252e-01,-1.370359785875825631e+00
1.422141490083707327e-01,1.507960005486657373e-01,-2.236808454799829038e-01,7.320728251796257413e-02
1.515125121583257517e+00,-5.948670811473921738e-01,7.453399778080935789e-01,-1.235187955032760021e+00
-2.665591520345532039e+00,3.412832735382240190e-01,2.182616158201341694e+00,4.653778345412447615e-01
-4.402960589702700211e-01,-4.944235913278687833e-01,6.408093506496441716e-01,-3.175373007620075350e-01
-8.725468556269501130e-01,-4.122471862699331191e-01,-4.513190314477265597e-01,-2.894126074776556812e-01
-1.891402100830042121e+00,1.328345364313803678e+00,-3.191252476235217905e-02,5.636278862385631916e-01
-6.567388067527960560e-01,-5.362094168024238855e-02,1.892987121424095365e-01,2.296571126419374220e+00
-1.543955693258124207e+00,6.876744832520372830e-01,1.455945613828568908e+00,2.600179875312642608e-01
-1.529497283471105806e+00,7.782172879401854093e-01,-6.039118489740712414e-01,5.672391234133449256e-01
-1.311653967027089029e+00,8.095326319557643036e-01,1.458735954530366308e-01,1.776087326877692663e+00
1.682849001650178478e+00,-5.110866234709185996e-01,6.514530380688128286e-01,-2.791309449026915801e-01
-2.062823740768108038e+00,4.746629165202428252e-02,-1.680570983510990324e+00,2.811252710201687322e+00
-1.921730183178250284e+00,4.602856068286165780e-01,4.117842091979675434e-01,1.512125273343933207e+00
-9.266524605200985309e-01,2.076862689736083567e+00,1.030535509748683909e+00,6.045372193853103537e-01
5.701739369571638960e-01,-6.777886042808054512e-01,-1.804881526353177001e+00,-1.712559188031350210e+00
-4.324855852146566981e+00,1.924526737266985199e+00,1.825110097531559061e+00,2.900238796211026759e+00
1.885791936657031931e-01,2.576145610340916381e-01,-1.149584935797253848e+00,8.076856867480191049e-01
1.181738165941316421e+00,-7.837895228179755369e-01,-8.377784315224265921e-01,3.832600764869571464e-01
-7.540746354062334289e-01,-7.017342503946655263e-01,-4.064879529375304279e-01,2.245419570120084085e+00
2.651464097280848087e+00,-1.610137681192232106e+00,-1.398708102005419063e+00,-1.499391445047642213e+00
2.873108104420030173e-01,-6.209151389167129054e-01,7.852667392809729030e-01,-3.103507818888480152e-01
-1.390533844599283197e+00,1.198502498465179311e+00,6.026186822732755299e-01,1.356023291956974353e+00
2.513170176939227840e-02,1.881814040174371039e-01,-1.460782323907659497e-01,-1.200444382801983956e+00
-4.383425431478018552e-01,3.634769271481319564e-01,-1.130771300207158436e+00,1.781456413089886226e+00
3.701079940878653218e-01,-1.303802984581147850e+00,-1.380450548149447343e+00,-5.450223752488726481e-01
-1.504418921860003477e-01,2.122081075977232389e-01,3.410838943614256102e-01,4.716316872887285627e-01
-3.503084826315514544e-01,1.449031670917712455e+00,2.328998895124954061e+00,-2.813696164454060344e-02
5.390253385897230132e-01,-4.983416301802904846e-01,-1.394840986229822111e+00,-1.570892521236068706e+00
6.604489766134901130e-01,4.028770031923836759e-01,-4.303783255440693511e-01,-9.055067833341896577e-01
6.263153380018965377e-01,-6.130098132701108371e-01,-1.712653416370446990e+00,5.344348457927252660e-01
4.791532307946079206e-01,4.829911053079092853e-01,-1.501504279013774701e+00,1.270760690027702422e-01
2.008415553142017806e-03,5.548936469106450220e-01,1.923399223053899210e+00,-4.299560682821029767e-02
2.348821496715648216e+00,-1.087829292188085217e+00,-9.861413436709318692e-01,-7.759982374072217359e-01
-4.280742729611930919e+00,1.279115578627368688e+00,2.050635587994422693e+00,2.872638285107841138e+00
2.315631437689478656e+00,-2.056947806341335561e+00,-8.535209008452284696e-01,3.391964127065787427e-01
7.627621841937805014e-01,-8.534614950408609957e-01,-1.700559939450581926e+00,5.477505706869165714e-01
-1.551682227853838691e+00,-4.687878241568903537e-01,-8.622820216355139844e-02,2.101053023564580791e-01
-2.009877219417847805e+00,9.296850670237717384e-01,-2.158639556236215284e+00,7.277815632610893370e-01
